reviewId,content,score
0acffc4f-e87b-4648-a2af-401291c968e6,"Tolong lah kenapa sekarang tidak ada pengubah jadwal dan pembatalan tiket, kami yang jauh dari stasiun sangat kesulitan untuk mengubah dan mencancel tiket kreta, jadi adanya tiket selalu hangus terus terusan,, Tolong adakan lagi pembatalan dan pengubah jadwal melalui apk Access by KAI, dan saya akan meningkatkan pemberian bintang. Terimakasih.",2
6902ca25-6240-4834-b1e2-7af2aae2bf4d,"aplikasi sangat buruk!!!! super lemot!!! hilangkan antrian hanya untuk memilih kereta!!! belum lagi isi penumpang loading super lama, dan tahap2 selanjutnya saya pribadi lebih baik menggunakan traveloka, atau marketplace shopee dan Tokopedia!!!!! sat set tanpa lemot padahal app marketplace dipakai jutaan orang di indonesia bukan hanya pulau jawa lohhhh 😁😁😁",1
aad0ec9e-3503-4c7a-8f1f-2a02bbbf6e31,"aplikasi ribet banget, mau upgrade level member ke basic aja susah bener. Prosesnya selesai ada notif sukses tapi akun ga berubah sdh logout, restart aplikasi sampai restart perangkat ga ngaruh. semestinya untuk fitur standar rubah jadwal melekat ke level user paling rendah ga perlu proses upgrade level member, toh orang install aplikasi ini karena mau pakai fiturnya.",1
a4ce1561-4b9d-4960-80b1-cf2aad8a232f,"makin di update makin susah buat mesen tiket perjalanan Binjai - Medan. tiket Baru dibuka, dan saya lakukan pemesanan nge bugss dia coeeg.. udah nunggu lama tiba² tidak tersedia lagi tiketnya dalam 2 menit. Tolol sih tim IT ga ada perubahan, mudahan aja KAI managementnya di periksa, soalnya ga ada perubahan untuk divisi IT nya",1
9af22bfa-2a99-4224-a482-3a2c5c2f12a1,"Server perlu ditingkatkan, Server tidak kuat saat pelayanan promo pelanggan yang sudah dipromosikan, kendala saat pemanfaatan promo saat hari H, jika membagi promo jumlah 30 ribu, harusnya server dapat melayani transaksi lebih 50 ribu agar tidak down, thks",1
28ee5e76-03ae-4ef2-afa1-8de6a0a77189,"pelayanan buruuukkk KAI perlu evaluasi staff di stasiun lagi deh..pelayanannya kurang banget. !! masa iya aku udah booking tiket, tetapi waktu tiketnya di cetak NIK nya berbeda dgn KTP, pdhl sebelum² nyaa aman aman aja...otomatis tiketnya udh gabisa di pakek lagi, alias beli baru lagi rugii doong, itu itungannya gw mesen 2 tikett...mau di refund tapi ga bisa jadi ini kesalahan siapa? masa kesalahan saya? jelas ini dri sistem aplikasinya, NAMA SAYA TERTERA JELAS, TAPI NIK NYA SALAH KANN ANEHH",1
1f9e8a93-7961-44b1-9023-3f5fb7a9e125,"Update hari ini 28 Sep 2025. Tiba-tiba harus ngantri hanya untuk lihat jadwal kereta. Btw saya pakai kereta ekonomi & executive tiap minggu. Pas antrian selesai bukannya menu pembelian yang terbuka malah dikasih timer antrian lagi. KAI tolong dong, update nya ga keren ini. Tampilannya sih berubah jadi bagus, tapi kalau ga bisa booking buat apa",1
fb365826-99d6-4921-9774-a4af53d468a9,"Halo, untuk menu connecting train nya tolong diperbaiki dooong, itu keterangan transit nya kok sampai puluhan jam atau total perjalanannya ituuu, masak sih transit sampai 14 jam, tapi total perjalanan 14 jam juga, segera perbaiki bug nya dooong, tks.",2
beb2ccb0-cf9f-4477-9689-391fa35faf64,"aplikasi harus update dan ada fitur jadwal keberangkatan/kedatangan, peta, posisi kereta, stasiun apa saja yg dilewati, info rute dan informasi lainnya maka sangat membantu, yg belum ada KAI lokal Jatim, harapannya semua mode informasinya lengkap.",3
ac1ff9f9-4a59-4b9d-a756-57263d03cb9c,"Aplikasi bluk,Makin kesini makin jelek aplikasinya,sekarang malah ada pendingnya,alasan masuk dlm antrianlah.gimana mau beli tiket klo aplikasinya jelek begini.makin lama kok makin buruk aja sih KAI?aplikasi yg tdk makin membaik malah tmbh jelek...",1
926b11da-97bc-4610-803f-cdecd68045ca,"promonya harus didukung dgn aplikasinya, udah ngantri dan dapat waktu, pas sudah mundur waktunya masa balik lagi waktu antriannya mundur lagi, berkali² sampai 1jam. lah promonya abiz lah. contohnya waktu antri 15menit waktu mundur, pas sdh 00:00 eh nambah 20menit lagi... capek deh",1
05803281-bb89-4431-a89f-ac13dbae991f,"promo ulang tahun KAI tidak bisa menikmati, karna hanya bisa di akses di kai access dan itu butuh waktu untuk antri. sudah antri 20menit , malah merefresh terus waktunya. tolong di perbaiki jika ada war seperti ini",2
590ba4a8-f823-4864-a227-13d53e3bc100,"Sedih setelah update kok sekarang jadi ngga terlihat lagi kursi pink buat penumpang perempuan, kursi abu2 untuk laki2, pdhl sangat bermanfaat fiturnya itu min, biar perjalanan lebih nyaman dgn kita tau & bisa milih sebelah kita itu sama2 perempuan , tolong kembalikan fitur itu dong min,",4
8d51cdec-b028-4547-93ba-b42233a55d7c,"saya sudah memesan tiket 2 kali dan melakukan transaksi lewat dana dan di apk dana tersebut sudah berhasil, tetapi ketika cek di apk KAI lagi masih belum terbayarkan pdhal saya sudah memesan 2 kali, fiturnya tolong diperbaiki lagi",1
a0adc7a2-4aea-42f4-a515-df37f97efda8,"sangat memudahkan perjalanan. jadwal kereta api Sukabumi-Cianjur malem gaada sayang banget, trus distasiun cianjur waktu itu gabisa pesan tiket manual, banyak orang tua yang ga ngerti pesan online, jadi mohon diperhatikan, karena masih banyak yang belum bisa pesan tiket secara online.",5
43f0c536-bc9e-4cb1-8d5c-aada20df8a5d,Update terbaru nya di kolom TANGGAL butuh revisi IT nya. Tidak seperti yg sebelum versi update masih OK sistem input databasenya. Yang sekarang auto tidak berubah di pemilihan tanggal saat pilih di beranda kalender 45hari nya.,3
4a391661-41bc-450a-a758-99638a62a981,"Menurut saya fitur pencarian tiket kurang efektif dan efisien karena terdapat halaman masa antrian yang memakan waktu cukup lama. Bayangkan saja jika kita buru² nyari tiket, terus kita suruh nunggu 30 menit. Kurang efektif sih ini",1
30d8dd37-2622-436d-ac86-169127a4502d,"Kecewa dg sistem pembatalan & ubah jadwal tiket KAi area Sumatera Selatan yg hrs dilakukan lgsg di stasiun yg mana sblmnya bs dilakukan via apk KAi. Dg perubahan sistem manual spt ini mempersulit para penumpang yg domisilinya jauh dr stasiun jika hrs bolak balik batalin atw ubah jdwl tiket dadakan di stasiun tsb. Setibanya di stasiun, msh hrs antri panjang di loket tiket, sehingga yg antri pun kehabisan batas waktu pembatalan. Smoga ke dpn bs ubah jdwl & batalin tiket secara online kembali.",1
75ec45e6-df2f-4f64-b85d-defb352df4bf,"kalo server ga siap, hrs nya jangan adain war di aplikasi, udh tau yg bakal war se indonesia raya. Eh malah gabisa masuk , counter time nya pas habis, malah reset dari awal, gtu aja terus smpe jam flash sales abis",1
c141f134-3829-4579-b216-f5a422bde268,"halo min,mohon maaf saya kasih bintang 1.pembayaran melalui QRIS error ketika saya sudah membayar saya tidak mendapatkan tiket saya uang saya 80rb hangus,saya mengontak dari IG,EMAIL dan WA tidak ada yang bisa membantu saya,jujur saya sangat kecewa yang seharusnya saya sudah berangkat pada akhirnya saya menunda dan berangkat dihari selanjutnya.",1
33fa248d-ac90-42d7-a4de-6865d79ace5c,"saya pengguna kai sudah lama, semenjak pakai apk terbaru susahnya minta ampun, cek jadwal aja nunggu antrian sampai 30 menit, dibatasi waktunya juga saat menggunakan apk. bintang ⭐5 untuk saat ini tidak mungkin. mohon diperbaiki",1
31142d5c-3e81-48c4-8be1-db3861c4689b,"Ikut Flashale tepat di 15.00 menunggu antrian sampe 1 jam lebih, ketika udah pilih kereta dan isi data penumpang ga bisa di lanjutkan. Parah buang"" waktu !",1
3bef381b-b22b-445f-882c-b9e4f7adb06a,parah pol aplikasi ini sangat mengecewakan. promo mau masuk aplikasi harus nunggu smp 1 jam setelah masuk ternyata tidak ada promo. setelah pakai promo lain waktunya bayar tapi tidak bisa2.,1
c21f5dda-5101-47da-a41c-0b3dd6f3154d,"Aplikasi sudah diperbaiki tapi ini aplikasi yg menjerat konsumen. Saya pesan pakai aplikasi 4 hari sebelum keberangkatan, terus sehari setalahnya pindah kursi karena nomor kursi yg kita pilih sebelumnya berubah sendiri kena cas 25% (54rb) padahal masih banyak kursi kosong. Padahal telanjur pesan 2 tiket PP dan salah sistem. Kalau pindah jadwal hari atau jam masih masuk akal tp hanya pindah kursi kena 25%. Tolong diperbaiki karena ini BUMN yg harusnya berpihak pada rakyat bukan perusahaan swasta.",1
915ae7ec-758d-471c-aa8c-dae2c79c1d1b,kbanyakan gaya kbanyakan pemeliharaan dll. saya udah beli tiket melalui aplikasi jadinya ga bisa terpakai karena sistem sedang dalam pemeliharaan. ga bisa scan juga halahhhh,2
12787af7-1ada-44d9-bf35-4deffcf3dd13,barusan saya beli dua tiket sudah di bayar ..tapi pas di cek di aplikasi ini gak ada .biasanya di tiket saya kan ada setelah pembayaran .ini gimana kok aneh banget skrg nih .mau maling atau gimana .mau ke stasiun jauh nomernya juga gak bisa .maksudnya gimana cokk,1
932c5ee4-3bfd-4735-a735-4a99fe85c831,"liat list kreta pemberangkatan ada timernya, udah sampe 0 detik, ngulang lagi, giliran bisa malah set tanggal ulang kadang suruh nunggu lagi 15 menit timernya, giliran bisa pembayaran pake virtual account BCA malah ngga kedetek sama bcanya not found. nih sebelum rilis ditest ama QA dulu apa engga yah, bungung deh, koq jadi susah ngga kaya sebelum nya mudah",1
f3f91e6c-fc3c-45d0-986e-e8c99d069c60,"gajelas banget apk nya, udah daftar untuk upgrade tapi pas mau lihat profil malah lemot banget, layar cuma abu abu doang padahal sinyal bagus, sengaja mau beli online biar cepet tapi malah jelek pelayanan nya",2
c49ad98d-ca82-4075-81e1-af8443e85215,aplikasi sangat membantu dalam pemesanan tiket kereta tetapi untuk reschedule masih harus datang ke stasiun terdekat untuk selanjutnya mohon diberi pengembangan agar lebih memudahkan pengguna untuk dapat reschedule melalui aplikasi,4
a1ab9f01-1a84-4c81-b720-6280601dea41,"Aplikasi bagus, tapi verifikasi data anggota keluarga saat ini sulit, beberapa kali di tolak sdm. Verifikasi juga ga bisa dari internet rumah, lewat mobile juga ga bisa. Mau beli tiket anak istri tidak bisa reduksi ini. Tidak ada solusi untuk kenyamanan. Terima kasih.",2
4dd3ac44-3023-472e-8d1a-65dea899fb6c,"Pakai ada antrian segala bikin lama. Pakai aplikasi fungsinya kan biar cepat gak perlu ngantri di stasiun, tapi malah segala ada antrian di aplikasi.",1
6fb01147-40e6-46f3-a1c3-9701cafcb330,"jangan bolak balik ganti tampilan, tidak perlu juga saya rasa ganti2 tampilan, lebih nyaman kalau sudah terbiasa dengan tampilan yg simpel fungsional, seperti yg awal2",5
138e3a7d-3e75-44e6-b235-61d79f799fc6,"kecewa sama KAI, kemarin"" pesan tiket bayar lewat VA, kmarin coba ke KAIpay.. hasilnya zonk. proses top up lama, gk real time, sekarang dana ketahan. mau pake saldo kai pay buat beli pulsa biar kepake malah jadi sedekah.. saldo kepotong, pulsa kagak masukkk...... KALO MASIH CACAT.. JNGAN PAKE E WALLET/E PAY/TRANSAKSI DIGITAL..... Buruan prosess donggg ahhh... taik emng... sekecewa ini sama KAI",4
d6976991-f8bf-47ec-9c7a-4653822890fe,ini kenapa sekarang cetak eboarding pass lama sekali. biasa nya 2 jam sebelum berangkat sudah bisa di cetak. ini kereta berangkat jam 21.50 sampai saat ini jam 21.20 belum bisa juga. makin diperbarui makin aneh saja.,1
7ecfbb03-3b5d-4f71-be56-1f4b4d84f221,"update kali ini bener bener nyusahin karena sekarang ada akses antrian, sekarang malah dibatasi jumlah pemesanan, bahkan untuk melihat jadwal kereta pun tidak bisa, dan waktu tunggu antrian juga bisa sampai 30 menit",1
37f6f50f-5f13-43ac-bec2-82ce91763592,"Tolong dong, jangan cuma gimick di hari ulang tahun 80, di iming2 flash sale 80rb udah masuk ternyata zonk, dan limit servernya down, jelek banget, maap sementara bintang 1",1
85ddc1ac-3686-4761-8ccb-be2433ff5f4d,"jelek banget aplikasinya! masa saya mau pesan tiker harus upgrade member dulu, okelah saya update. tapi setelah diupdate mau verifikasi email malah tidak bisa. tolong dong diperbaiki",1
c09b0a4e-c451-4d6d-a28c-9f42afb11149,kenapa sih e-walletnya harus pake kaspro? saya sudah melakukan pembayaran pake KAIPAy dan transaksi berhasil tapi tiket ga ke issued dan saldo balik lagi gitu aja terus ini sih bukan mempermudah malah bikin ribet,2
44e3544e-b904-4b05-bf74-9544c0794cd7,"apk sangat buruk, tidak bisa refund tiket, tidak bisa ganti jadwal kereta, mendingann gausah diadain online aja untuk pesan tiket, kembali ke loket di stasiun",1
b8051f20-4f33-4b9c-bd48-310cf0595679,"Biasanya aku bisa mengecek kembali pembayaran tiket yg belum dibayar pada halaman menu. Tapi sekarang tidak muncul, kuharap dimunculkan kembali",2
900b7b2e-7ce0-4d8e-b7bb-275210d9b944,setelah di perbarui kenapa makin ngga jelas ? sudah bayar melalui QRIS tapu tiket belum masuk juga..akhirnya harus membayar lagi..tolong di benerin servernya..soalnya dana belum juga kembali,3
651988e9-775d-41c3-b965-23b4d26d5842,"Aplikasi Bagus Sih.... TAPI sekarang Karena dg Pembaharuan aplikasi yg Baru, Pake Sistem Antrian SANGAT Tidak Enak & Tidak Nyaman, MOHON AGAR Dihilangkan Sistem Antrian JADI Susah Mengikuti WAR Tiket... 👍👍👍🙏🙏🙏",1
8b0484c0-9aba-44ba-b160-a0a4eeee609d,setelah update malah Opsi E-Wallet gk bisa buat pembayaran. Top-Up Di KAI Pay lama juga Masuknya padahal Jaringan Udah Bagus.Tolonglah PT.KAI Diperbaiki Aplikasinya,5
686461e6-2b88-45a6-b814-71322d2389c0,"jarak sudah 5 tahun umur kai 80thn harusnya ada perkembangan baik tapi aplikasinya makin burik ngelag,malah ada antrian segala,banyak nge bug,tiba2 out sendiri anehhh",1
a10ea455-9d8c-4b93-ad24-e5ba3dfe1e01,"sistem ngaco kalo promo kecewa... antri dari 15;50 sisa detik mau masuk eh... menitnya nambah... skalinya dapet pembayaran gabisa siapa yg sama ikut hari ini flash sale 80rb , 28sept 2025",1
edaabb5a-b1e1-4207-8f4e-fb48deaf94b0,"error 1. nggak bisa cetak boarding online 2. nggak bisa pesan railfood error di aplikasi saya saya kasih bintang 1, supaya diperbaiki.",1
6975d318-2817-4036-9bdd-6d12ffae416c,"aplikasi paling ribet sedunia yg pernah aku pakekkkk. mau pesen tiket aja harus update teroooss. terus isi kaipay alangke banyak admin nyo, nak jadi Fir'aun lu KAI. udah kena admin bank, eh pas masuk kaipay pun di potong 2rb, gilaaaaa luuu buat aplikasi ngelebihi orang penagih pajakkk.",2
bcb59f2b-cccb-456c-b633-9cf4cbfa81fb,"proses transaksi biasa cepat. sayang pas ulang tahun KAI untuk tiket murahnya proses pembayaran nya sampai 6 jam ditunggu tidak bisa, sampai sayanya ketiduran endingnya tidak dapat..",5
924b7f2c-cf7d-462a-9f4f-4839918f5cc4,setelah di update kenapa banyak stasiun yg diketik tidak muncul? di refresh juga ttep gabisa? kenapanyaa???,2
53af3acc-aa90-4c7a-9e14-491ca8dfb0a4,"kira² mau ngasih promo perfomance apps nya ditingkatkan biar ga ngejeglag ketika banyak yg acces, ngasih promo tp di akses ga bisa...apps sekelas BUMN gitu loh",2
fa43bc05-ebfd-4b05-ac35-e0c1e307e57d,"Kenapa malah udah update aplikasi jd lemot dan mau masuk pun susah... Udah enak pakai aplikasi lama lancar ,kalau gak kena upgrade otomatis, kalau tau kaya gini gak aku upgrade",5
ad5a948d-21cd-43a7-a1f2-13348ec59cd5,"makin kesini,,ribet,,di suruh upgrade basic,tp gk bisa²,,udah tiket kereta mahal² skg, eh sistem KAI Access jd Ribet,,piye rugi mulu y yg d tampilkan,,makaNya jng MAHAL²",2
0338c97b-b169-4a2f-91d1-2a72955f07d2,jangan download apk ini. kmaren aku bayar tiket pake Qris ini gagal bayar akhirnya nyangkut dana aku. telfon CS nya sruh kirim email. udah di kirim ga ada balasan akhirnya aku langsung ke stasiunya di stasiun nya juga ga bisa apa2 malah suruh telfon CS nya lagi..udah we muter2 gitu terus,1
44f34ca2-9a03-4a94-8253-7b055de57f5e,"kalo kasih promo diskon ultah 80% tu jgn di aplikasi, ngerugiin yg mau beli gak diskon kena antrian mulu. heran pembaharuan tu apa yg diperbaharui si ni aplikasi. tampilan UI doang yg ganti².",1
30d53d72-1505-4de3-9b9f-b4237e46df84,"saya suka naik transportasi ini, hanya saja saya tidak suka dengan pelayanan seorang perempuan yang bekerja di bagian penjualan disetiap gerbong kereta api, karena pengalaman saya naik, saya pernah di usir dari tempat duduk gerbong khusus makan.",2
98f63039-8bd6-45c0-9d98-2ee4ae0f1f5f,"Minimal kalau mau mengembangkan aplikasi di test dulu sebelum rilis, ini masih belum sempurna udah dirilis, apakah begini cara kerja BUMN? Gaji programmer gede tapi kualitasnya ngga ada bedanya sama bocah smk",1
5cd7b456-87cd-45ba-9a70-b90728883571,"pemesanan untuk bulan oktober kenapa kosong di kereta lokal? apakah ini bug? mengaktifkan ""tampilkan jadwal yang telah habis"" ga menampilkan apa-apa padahal pemberitahuannya ""pemesanan kereta dapat dilakukan sampai tanggal 6 oktober 2025 (H+6)"" tapi mulai tanggal 1 ga ada jadwal kereta apapun hanya berakhir di tanggal 30 september.",1
702c95c5-67c2-4fe9-8794-ae39781a72cf,"Sejauh ini sangat memudahkan. TAPI saat ada promo tiket 80k, ada masa antrian 15 menit kurleb, dan saat udah detik 0 kembali mengulang harus menunggu lagi BERKALI KALI... SENGAJA KAH MEMPERMAINKAN PELANGGAN???? Kesannya saya jadi ngemis promo bajaringaaaannn 🗿",3
5810ffde-efe8-43f1-8748-8ec058ea931c,"ribet, jelek, sering lag. ga habis pikir apk sebesar ini namanya masi jelek di bagian pemesanan. ga segera di benahi parah bgt si, uda di tahap bener bener muak",1
66e2b63d-802e-435f-944c-19355ec43848,"makin kesini makin lebayy aplikasinya ,, masa jumlah booking tiket penumpang di batasi 4 org aja ,, jujur enakan pakai aplikasi yg kemarin ,, karna fitur yg sekarang terlalu bikin ribett !!!!",1
bbf2f030-687f-46a8-bebf-d3a9e27f3ccf,"saya pesen tiket untuk ponakan,ponakan saya tidak jadi naik,saya ingin ajukan pembatalan,saya ingin dana kembali,tapi tidak ada opsi lain selain transfer bank, seperti e-wallet,jadi susah kalau kaya gini,tolong perbaiki dan tambahkan metode pembayaran yang lain",4
6fe612d0-d58f-42df-8237-91518599679a,"kenapa setelah update jadi tambah jelek dulu sebelum update jadwal kereta bias ada sendiri, sekarang jadi 1 dengan jadwal antar kota jadwal di stasiun solo balapan engga muncul, munculnya stasiun Jebres",3
8fe875ef-d030-45b0-94a8-af31ef91f8e4,"aplikasi tidak berfungsi dengan baik, sistem antrian error waktu selalu bertambah. hampir 2 jam cm liatin timer.",1
315770e2-90f3-4bfe-945b-162f94309011,"aplikasi scam, udah nunggu discount lama tpi malah error apk nya bayangin aja dari 34 menit ditambah 20 menit ditambah lagi 10 menit ternyata akhirnya error",1
702fe1a1-72ce-40ce-a888-a0f7e3fabdcf,"Pakai pembayaran metode Qris transaksi gagal padahal sudah sesuai bikin saldo kepotong, tiketnya gaada. Mohon diperbaiki",1
53329417-e391-453a-8245-5b2244867c33,"Bagaimana ini sehabis update kok sering error, dan kereta pandanwangi juga tidak ada!!. TOLONG DONG SISTEM NYA DI PERBAIKI, BUAT KERETA LOKAL DULU H-7 UDAH BISA PESEN, KOK SEKARANG GABISA YAAA?!!",1
41cbf885-cb44-41a3-84dc-6dd7f99d630c,Tiket yang saya pesan ngk ada di aplikasi biasanya ada ini ngk ada padahal mau berangkat tapi malah ngilang tolong di perbaiki 🙏,1
abede807-3691-4828-a39a-2f8fd33dcda0,"suka logout sendiri, payah lagi mepet tinggal beli malah logout gada pemberitahuan yg ada muter² sampe ketinggalan kereta, payah!",1
26e86650-3881-470d-ac6f-fc32a2a8443d,"aplikasi gk jelas. pake acara nunggu antrean segala. kalo memang jadwal penuh tinggal kasih keterangan jadwal penuh. ini uda nunggu set jam, pas udah malah nunggu lagi. kenapa segala hal yg berhubuhgan dengan negara harus seribet ini ?? makanya orang2 pada pindah ke swasta",1
e78dbe5f-dacf-4d89-97f7-3d8623848e9b,"Naik Kareta paling nyaman ya Sekarang,pesen tiket gampang tapi sayang mahal bnget harga tiketnya di atas 200.000 itu juga economi tolonglah harganya di turunkan lg",1
dd36df85-dfd8-4f42-becc-0821df385783,"Promo 80k ter-GAK NIAT. Udah capek antei dr jam 2 kurang 15 menit, di PHP berkali2 sama timer yg nambah2 mulu, di PHP lagi sama time out mau lanjutkan menu bayar gak bisa2, pas ulang lg tahan dr nol dan beehasil menu bayar, dpt VA tp malah VA nya gak bisa2 dibayar. Sungguh !! Mana lg PMS hari pertama 😭😭",1
9c64f1e7-8b74-4523-bc69-9a3797f8a42e,"Aplikasi ngelag paska update kemarin, bukannya tambah ringan malah tambah berat aplikasinya, mohon diperbaiki!",1
05ea617d-0521-47e8-9ef1-fc42936a8126,Sangat efisien dari sisi waktu menggunakan Accsess by KAI untuk pemesanan tiket kemanapun. Mudah dipahami dan flexibel pembayarannya. Thanks PT KAI. Semoga bisa lebih baik lagi di masa yang akan datang.,5
16fa2a30-2ed1-4cf4-9bcf-ea05b7dc0fad,"bagus, tapi kalau lebih bagus lagi user interfacenya dan bisa booking transportasi lain dan hotel lebih bagus lagi",5
b197a176-8ca8-49f5-8ad6-59d55ae1af66,"Saya lupa password, baru 2x salah, klik lupa password gak respon. lalu akses web krn ada save password, langsung di lock 1 jam. ini gimana sih???",1
0782d407-df8e-4669-b6d4-c0123d2cd034,"KAI makin kesini makin kurang baik, software aplikasi ga semudah dulu, Fasilitas AC KA Ekonomi udah ga dingin lagi seperti di awal",1
81321c9d-6ac2-4af9-abd3-77ca0b515ac9,"updsate 10 oktober,, saya suka aplikasi awal ini ko ribet yaa baguss kren bangets tampilan baru nya,, tapi tolong kasih tombol refresh downk di pojok atau dimana geto, biar enak mantau tiket nya haturnuhun",5
ee5473b6-b8c6-4004-a521-51010e83ad57,setelah uptade malah berat aplikasi nya. trus chekout pembayaran lama banget muncul kode pembayaran nya.,1
9f8b916e-b92b-4044-92f1-7f7406d97042,"aneh sekali, pesan tiket medan binjai tidak bisa, begitu juga sebaliknya ampun dah tolong dong dibantu di updeta",1
71be8ff6-054c-49fb-abf8-b8812d687b06,kurang ramah bagi user baru karena ga ada tips2 pengguna baru. beberapa hal seperti hadap di kereta dan tips berkereta tidak disertakan,2
eb407c9b-affd-435e-a977-c892c497b60e,promo apaan ga kayak dulu bagus programnya sekarang bikin abal abal dibatasi jam lagi uda antri luama abisin kuota tetap ga dapat bikin promo kok cuma 30.000 kuota seindonesia hanya wkt 1 jam bo ong an ga niat,1
